,sentence,label
0,"3 young man in hoods standing in the middle of a quiet street facing the camera. Based on that information, is the claim Three people sit by a busy street bareheaded. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","People walking down a busy street in the middle east. Based on that information, is the claim people walking down a busy street ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
some men crossing the street in a busy city Based on that information, is the claim Men are jaywalking in the middle of a busy street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
group of young people standing in the middle of a street Based on that information, is the claim Butterflies hover near a bush. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

3 young man in hoods standing in the middle of a quiet street facing the camera. Based on that information, is the claim Three people sit by a busy street bareheaded. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"A man reads the paper in a bar with green lighting. Based on that information, is the claim The man is inside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A man in a teal shirt reads a newspaper. Based on that information, is the claim The man is reading the local news paper ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A man in a blue suit reads the paper while smoking next to a marble building. Based on that information, is the claim a man reads the news paper ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A man reads the paper on a wood an iron park bench. Based on that information, is the claim A man reading the paper outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment

A man reads the paper in a bar with green lighting. Based on that information, is the claim The man is inside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"Three firefighter come out of subway station. Based on that information, is the claim Three firefighters putting out a fire inside of a subway station. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A man is sitting on a bench at a subway station. Based on that information, is the claim The man is at a subway station. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
Pedestrians exit a subway station terminal. Based on that information, is the claim People are walking out of the station. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A woman standing against a wall in a subway station. Based on that information, is the claim A woman standing in a subway station. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment

Three firefighter come out of subway station. Based on that information, is the claim Three firefighters putting out a fire inside of a subway station. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Contradition"
0,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. Based on that information, is the claim A person is near a pile of coconuts. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A topless person with a backpack is shown against on a pile of rocks with a cloudy background. Based on that information, is the claim A person is outside on a cloudy day. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A girl is jumping into a pile of leaves Based on that information, is the claim A person jumping into a pile of snow. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
A woman rolling up a pile of off-white fur. Based on that information, is the claim A person is rolling up a pile of fur. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment

A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. Based on that information, is the claim A person is near a pile of coconuts. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"Male in a blue jacket decides to lay in the grass. Based on that information, is the claim The guy in yellow is rolling on the grass ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A dog rolling around in the grass. Based on that information, is the claim A dog rolling in the grass. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
The guy in the yellow jacket is patrolling the road with fast moving cars at night. Based on that information, is the claim The guy is in the jacket ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
Two dogs are playing on the grass. Based on that information, is the claim The grass is in a field. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive

Male in a blue jacket decides to lay in the grass. Based on that information, is the claim The guy in yellow is rolling on the grass ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"During calf roping a cowboy calls off his horse. Based on that information, is the claim A first time roper falls off his horse. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A cowboy falling off a bucking bronco at a rodeo. Based on that information, is the claim A female cowboy falls off her horse. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
A man with a cowboy hat falls off a horse. Based on that information, is the claim A wannabe cowboy is trying to learn how to ride a horse. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A man falls off his horse on a racetrack. Based on that information, is the claim A woman falling off of a skinny horse. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

During calf roping a cowboy calls off his horse. Based on that information, is the claim A first time roper falls off his horse. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Inconlusive"
0,"A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. Based on that information, is the claim A boy is on a playground. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A young boy plays on a playground piece shaped like a seahorse. Based on that information, is the claim A little boy playing in a playground. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A boy is playing on a rotating disk in the playground. Based on that information, is the claim A girl is playing on a playground ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
A little boy in a blue shirt is playing on the playground. Based on that information, is the claim A young girl is playing on the playground ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. Based on that information, is the claim A boy is on a playground. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"A woman wearing a ball cap squats down to touch the cracked earth. Based on that information, is the claim An archeologist wearing a hat squats to examine the site for a dig ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A blond woman with a red pail squats to look at the ground at the water's edge. Based on that information, is the claim a woman is looking ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A man in orange squats to inspect a machine part. Based on that information, is the claim the child is black ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A man wearing a hooded shirt is holding a hammer and squatting on the floor. Based on that information, is the claim A man holding a hammer and squats on the floor while wearing a hooded shirt. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment

A woman wearing a ball cap squats down to touch the cracked earth. Based on that information, is the claim An archeologist wearing a hat squats to examine the site for a dig ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"Two children re laying on a rug with some wooden bricks laid out in a square between them. Based on that information, is the claim Two children are building a brick furnace. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","Two children are standing against a brick wall in the sunlight. Based on that information, is the claim Two children sunbathing against a brick wall. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
Two people stand on a brick laid street in front of a building with many lights. Based on that information, is the claim Two people are arguing in front of a building. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
Two children laying on the floor with a group of wooden blocks above their heads. Based on that information, is the claim Two children are playing with wooden blocks. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive

Two children re laying on a rug with some wooden bricks laid out in a square between them. Based on that information, is the claim Two children are building a brick furnace. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  entails"
0,"A man standing in front of a building on the phone as two men to the side pain on the side. Based on that information, is the claim a guy near a building stands by two other men ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A man is in a boat with two other men paddling the water. Based on that information, is the claim Men building a house. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
A man behind a counter looks on as two men on the other side of the counter fill out forms. Based on that information, is the claim a devil makes a deal with two ladies ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
two kids building a sand castle Based on that information, is the claim two men building a sand castle ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

A man standing in front of a building on the phone as two men to the side pain on the side. Based on that information, is the claim a guy near a building stands by two other men ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  inconlusive"
0,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Based on that information, is the claim Girls are playing outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","Little girls who are dressed up play in the falling autumn leaves. Based on that information, is the claim The childern are playing outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
Kids playing ball in the yard. Based on that information, is the claim children are playing outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
Two dogs are playing together in the grass. Based on that information, is the claim The dogs are playing outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment

The two young girls are dressed as fairies, and are playing in the leaves outdoors. Based on that information, is the claim Girls are playing outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"People jump over a mountain crevasse on a rope. Based on that information, is the claim Some people look visually afraid to jump. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A girl jumping over a jump rope. Based on that information, is the claim The boy is jumping over the rope. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
Young kids are holding onto a rope. Based on that information, is the claim Some people have a rope. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A dog leaps over a red and blue jump. Based on that information, is the claim A dog leaps over a jump ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment

People jump over a mountain crevasse on a rope. Based on that information, is the claim Some people look visually afraid to jump. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  inconlusive"
0,"A snowboarder on a wide plain of snow Based on that information, is the claim A snow field with a snowboarder on it ""Entailment"", ""Contradiction"", or ""Inconclusive""?","a snowboarder jumps off the snow jump. Based on that information, is the claim A snowboarder leaps off the snow ramp. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A snowboarder in midair over a snow hill. Based on that information, is the claim A snowboarder attempts a huge leap over a snow hill. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A snowboarder leaves a trail of snow on the mountain. Based on that information, is the claim The snow on the ground is white. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive

A snowboarder on a wide plain of snow Based on that information, is the claim A snow field with a snowboarder on it ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"An older women tending to a garden. Based on that information, is the claim The lady is cooking dinner ""Entailment"", ""Contradiction"", or ""Inconclusive""?","An older man is tending to a garden. Based on that information, is the claim An old man attends to his fruit patch. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
An older woman is cooking in a kitchen. Based on that information, is the claim The mom is cooking dinner for her family. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
An older lady in a dining area is adding food to her plate. Based on that information, is the claim The lady is at a dinner party. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive

An older women tending to a garden. Based on that information, is the claim The lady is cooking dinner ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entails"
0,"A man in a black shirt overlooking bike maintenance. Based on that information, is the claim A man destroys a bike. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A man in a cap teaches children proper bike maintenance. Based on that information, is the claim A man is teaching some children. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A man in a white shirt walking a bike. Based on that information, is the claim A man walks his bike down the sidewalk in a white shirt ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A man in a bike helmet helping a child in a bike helmet. Based on that information, is the claim A man is riding the child's bike. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

A man in a black shirt overlooking bike maintenance. Based on that information, is the claim A man destroys a bike. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Contradition"
0,"A man in a black shirt is looking at a bike in a workshop. Based on that information, is the claim A man is wearing a red shirt ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A man in a red shirt is standing in a crowded room. Based on that information, is the claim A man is in a red shirt at a party. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A man wearing a red shirt is skateboarding. Based on that information, is the claim A man in a black shirt is standing near a fence. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
A man in a blue shirt is looking up. Based on that information, is the claim A man in a blue shirt is looking up at a dog. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive

A man in a black shirt is looking at a bike in a workshop. Based on that information, is the claim A man is wearing a red shirt ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Inconlusive"
0,"A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. Based on that information, is the claim A person is in a garage. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A man in a plaid shirt is throwing a hatchet at a wall in his garage. Based on that information, is the claim A man throwing tools inside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A motorcycle goes by a crowd with its rear wheel in the air. Based on that information, is the claim Somone is riding a motorcycle ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A man is standing in a doorway in the city, near a garage door covered with graffiti. Based on that information, is the claim A man is in the city ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive

A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. Based on that information, is the claim A person is in a garage. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Based on that information, is the claim Some people stand around. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","a person in sight-seeing on the shore Based on that information, is the claim a girl looks at the beach ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A woman in shadow looks at the camera while the one in the sun looks at a book. Based on that information, is the claim Two women sit in the shadow. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
three people sit in a cave. Based on that information, is the claim Three people are sitting on a bench in the park ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Based on that information, is the claim Some people stand around. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  entails"
0,"A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. Based on that information, is the claim A child wearing a red top is standing behind a blond headed child ""Entailment"", ""Contradiction"", or ""Inconclusive""?","Small blond boy throwing a fit. Based on that information, is the claim Small red headed child is throwing a fit. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
A small blond child wearing a red jacket climbs on a playground. Based on that information, is the claim A child is climbing toward a friend. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A curly headed child poses for a picture on the top side of a huge rock. Based on that information, is the claim a child poses ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment

A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. Based on that information, is the claim A child wearing a red top is standing behind a blond headed child ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. Based on that information, is the claim A lady sitting on a bench in the park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A person in a brown shirt is pushing a baby in a stroller by the sea. Based on that information, is the claim A person in a brown shirt is pushing a baby. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A woman pushing a stroller and walking with her children in the park. Based on that information, is the claim A man is pushing a stroller and walking with his children in the park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
A man in runner's gear is pushing a stroller down the beach. Based on that information, is the claim A man is sitting inside with a stroller ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. Based on that information, is the claim A lady sitting on a bench in the park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  inconlusive"
0,"A dog jumping for a Frisbee in the snow. Based on that information, is the claim A pet is enjoying a game of fetch with his owner. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A dog catches a red Frisbee in the snow. Based on that information, is the claim A dog is catching a Frisbee. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A brown dog possessively grabs a purple Frisbee in a field. Based on that information, is the claim The dog is playing a game with ts owner. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A dog jumping for a Frisbee in a field. Based on that information, is the claim Nothing is jumping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

A dog jumping for a Frisbee in the snow. Based on that information, is the claim A pet is enjoying a game of fetch with his owner. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
0,"People are conversing at a dining table under a canopy. Based on that information, is the claim People at a party are seated for dinner on the lawn. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","People socializing under a canopy. Based on that information, is the claim People are watching a movie at the theater. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
People sitting at a dining table raise their glasses in a toast. Based on that information, is the claim People are at a dining table. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
People conversing at a party outside. Based on that information, is the claim The people are celebrating a friends birthday. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive

People are conversing at a dining table under a canopy. Based on that information, is the claim People at a party are seated for dinner on the lawn. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  entails"
0,"A girl playing a violin along with a group of people Based on that information, is the claim A girl is washing a load of laundry. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A man is loading a washing machine. Based on that information, is the claim A man loads laundry. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
A young girl plays her instrument at a concert. Based on that information, is the claim A young girl is playing the violin part of a piece of music. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A young teenage girl washing off a car with a hosepipe. Based on that information, is the claim A girl is washing the car with mud pies. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

A girl playing a violin along with a group of people Based on that information, is the claim A girl is washing a load of laundry. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Inconluslive"
0,"A woman within an orchestra is playing a violin. Based on that information, is the claim A woman is playing a concert. ""Entailment"", ""Contradiction"", or ""Inconclusive""?","A woman on a bright street is playing the violin. Based on that information, is the claim A woman on a dim street playing the guitar. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
A female playing a song on her violin. Based on that information, is the claim A woman is playing the violin in a concert hall. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: inconclusive
A man is playing a guitar solo Based on that information, is the claim A girl is playing violin. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

A woman within an orchestra is playing a violin. Based on that information, is the claim A woman is playing a concert. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  entails"
0,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. Based on that information, is the claim three men going to work ""Entailment"", ""Contradiction"", or ""Inconclusive""?","Two men, one working and one resting on a rooftop. Based on that information, is the claim The men are working and resting on the ground ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction
Three men, one on a ladder, work on a roof. Based on that information, is the claim Some men are working. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: entailment
Three men stand while one holds a camera. Based on that information, is the claim One man is sitting on the bench holding a newspaper. ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response: contradiction

Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. Based on that information, is the claim three men going to work ""Entailment"", ""Contradiction"", or ""Inconclusive""?
Response:  Entailment"
